TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T204468_2.00	F223_2.00	TS12_2.00	M10628_2.00	MS59_2.00	AT1G79840	GL2	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	P$HDG9_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204468_2.00	F223_2.00	TS12_2.00	M10629_2.00	MS59_2.00	AT1G79840	GL2	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	P$HDG7_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204469_2.00	F223_2.00	TS12_2.00	M00728_2.00	MS11_2.00	AT2G01430	ATHB-17	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH7400	PBM	Chang2013	PBM	Chang	2013	23795294	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204469_2.00	F223_2.00	TS12_2.00	M01065_2.00	MS56_2.00	AT2G01430	ATHB-17	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH8184	PBM	Stam_Arabidopsis	PBM	Sullivan	2014	25220462	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204469_2.00	F223_2.00	TS12_2.00	M02042_2.00	MS64_2.00	AT2G01430	ATHB-17	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH8667	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204469_2.00	F223_2.00	TS12_2.00	M02047_2.00	MS64_2.00	AT2G01430	ATHB-17	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH8107	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204469_2.00	F223_2.00	TS12_2.00	M06902_2.00	MS46_2.00	AT2G01430	ATHB-17	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	ATHB18_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204469_2.00	F223_2.00	TS12_2.00	M06903_2.00	MS46_2.00	AT2G01430	ATHB-17	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	ATHB18_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204469_2.00	F223_2.00	TS12_2.00	M06922_2.00	MS46_2.00	AT2G01430	ATHB-17	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	HAT1_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204469_2.00	F223_2.00	TS12_2.00	M06923_2.00	MS46_2.00	AT2G01430	ATHB-17	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	HAT1_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204469_2.00	F223_2.00	TS12_2.00	M06926_2.00	MS46_2.00	AT2G01430	ATHB-17	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	HAT22_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204469_2.00	F223_2.00	TS12_2.00	M06929_2.00	MS46_2.00	AT2G01430	ATHB-17	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	HAT2_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204469_2.00	F223_2.00	TS12_2.00	M06930_2.00	MS46_2.00	AT2G01430	ATHB-17	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	HAT2_col_v31	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204470_2.00	F223_2.00	TS12_2.00	M00866_2.00	MS21_2.00	AT2G01500	WOX6	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	WOX13	PBM	Franco_Zorrilla2014	PBM	Franco-Zorrilla	2014	24477691	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204470_2.00	F223_2.00	TS12_2.00	M02049_2.00	MS64_2.00	AT2G01500	WOX6	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6461	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204470_2.00	F223_2.00	TS12_2.00	M02137_2.00	MS64_2.00	AT2G01500	WOX6	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6141	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204470_2.00	F223_2.00	TS12_2.00	M06905_2.00	MS46_2.00	AT2G01500	WOX6	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	WUS1_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204470_2.00	F223_2.00	TS12_2.00	M06906_2.00	MS46_2.00	AT2G01500	WOX6	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	WUS1_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204471_2.00	F223_2.00	TS12_2.00	M02227_2.00	MS64_2.00	AT2G16400	BLH7	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6041	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204471_2.00	F223_2.00	TS12_2.00	M03093_2.00	MS33_2.00	AT2G16400	BLH7	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204471_2.00	F223_2.00	TS12_2.00	M03094_2.00	MS33_2.00	AT2G16400	BLH7	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204471_2.00	F223_2.00	TS12_2.00	M04951_2.00	MS62_2.00	AT2G16400	BLH7	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204471_2.00	F223_2.00	TS12_2.00	M04952_2.00	MS62_2.00	AT2G16400	BLH7	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204471_2.00	F223_2.00	TS12_2.00	M10627_2.00	MS59_2.00	AT2G16400	BLH7	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	P$ATH1_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204472_2.00	F223_2.00	TS12_2.00	M06905_2.00	MS46_2.00	AT2G17950	WUS	Arabidopsis_thaliana	D	Homeodomain	Homeobox	1	0.598692764790911	WUS1_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204472_2.00	F223_2.00	TS12_2.00	M06906_2.00	MS46_2.00	AT2G17950	WUS	Arabidopsis_thaliana	D	Homeodomain	Homeobox	1	0.598692764790911	WUS1_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204473_2.00	F223_2.00	TS12_2.00	M06907_2.00	MS46_2.00	AT2G18550	ATHB-21	Arabidopsis_thaliana	D	Homeodomain	Homeobox	1	0.598692764790911	ATHB21_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204473_2.00	F223_2.00	TS12_2.00	M06908_2.00	MS46_2.00	AT2G18550	ATHB-21	Arabidopsis_thaliana	D	Homeodomain	Homeobox	1	0.598692764790911	ATHB21_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204474_2.00	F223_2.00	TS12_2.00	M02040_2.00	MS64_2.00	AT2G22430	ATHB-6	Arabidopsis_thaliana	D	Homeodomain	Homeobox	1	0.598692764790911	pTH7670	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204474_2.00	F223_2.00	TS12_2.00	M06909_2.00	MS46_2.00	AT2G22430	ATHB-6	Arabidopsis_thaliana	D	Homeodomain	Homeobox	1	0.598692764790911	ATHB6_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204474_2.00	F223_2.00	TS12_2.00	M06910_2.00	MS46_2.00	AT2G22430	ATHB-6	Arabidopsis_thaliana	D	Homeodomain	Homeobox	1	0.598692764790911	ATHB6_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204475_2.00	F223_2.00	TS12_2.00	M00728_2.00	MS11_2.00	AT2G22800	HAT9	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH7400	PBM	Chang2013	PBM	Chang	2013	23795294	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204475_2.00	F223_2.00	TS12_2.00	M01065_2.00	MS56_2.00	AT2G22800	HAT9	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH8184	PBM	Stam_Arabidopsis	PBM	Sullivan	2014	25220462	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204475_2.00	F223_2.00	TS12_2.00	M02042_2.00	MS64_2.00	AT2G22800	HAT9	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH8667	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204475_2.00	F223_2.00	TS12_2.00	M02047_2.00	MS64_2.00	AT2G22800	HAT9	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH8107	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204475_2.00	F223_2.00	TS12_2.00	M06902_2.00	MS46_2.00	AT2G22800	HAT9	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	ATHB18_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204475_2.00	F223_2.00	TS12_2.00	M06903_2.00	MS46_2.00	AT2G22800	HAT9	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	ATHB18_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204475_2.00	F223_2.00	TS12_2.00	M06922_2.00	MS46_2.00	AT2G22800	HAT9	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	HAT1_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204475_2.00	F223_2.00	TS12_2.00	M06923_2.00	MS46_2.00	AT2G22800	HAT9	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	HAT1_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204475_2.00	F223_2.00	TS12_2.00	M06926_2.00	MS46_2.00	AT2G22800	HAT9	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	HAT22_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204475_2.00	F223_2.00	TS12_2.00	M06929_2.00	MS46_2.00	AT2G22800	HAT9	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	HAT2_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204475_2.00	F223_2.00	TS12_2.00	M06930_2.00	MS46_2.00	AT2G22800	HAT9	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	HAT2_col_v31	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204476_2.00	F223_2.00	TS12_2.00	M02227_2.00	MS64_2.00	AT2G23760	BLH4	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6041	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204476_2.00	F223_2.00	TS12_2.00	M03093_2.00	MS33_2.00	AT2G23760	BLH4	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204476_2.00	F223_2.00	TS12_2.00	M03094_2.00	MS33_2.00	AT2G23760	BLH4	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204476_2.00	F223_2.00	TS12_2.00	M04951_2.00	MS62_2.00	AT2G23760	BLH4	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204476_2.00	F223_2.00	TS12_2.00	M04952_2.00	MS62_2.00	AT2G23760	BLH4	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204476_2.00	F223_2.00	TS12_2.00	M10627_2.00	MS59_2.00	AT2G23760	BLH4	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	P$ATH1_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204477_2.00	F223_2.00	TS12_2.00	M02227_2.00	MS64_2.00	AT2G27220	BLH5	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6041	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204477_2.00	F223_2.00	TS12_2.00	M03093_2.00	MS33_2.00	AT2G27220	BLH5	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204477_2.00	F223_2.00	TS12_2.00	M03094_2.00	MS33_2.00	AT2G27220	BLH5	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204477_2.00	F223_2.00	TS12_2.00	M04951_2.00	MS62_2.00	AT2G27220	BLH5	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204477_2.00	F223_2.00	TS12_2.00	M04952_2.00	MS62_2.00	AT2G27220	BLH5	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204477_2.00	F223_2.00	TS12_2.00	M10627_2.00	MS59_2.00	AT2G27220	BLH5	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	P$ATH1_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204478_2.00	F223_2.00	TS12_2.00	M02227_2.00	MS64_2.00	AT2G27990	BLH8	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6041	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204478_2.00	F223_2.00	TS12_2.00	M03093_2.00	MS33_2.00	AT2G27990	BLH8	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204478_2.00	F223_2.00	TS12_2.00	M03094_2.00	MS33_2.00	AT2G27990	BLH8	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204478_2.00	F223_2.00	TS12_2.00	M04951_2.00	MS62_2.00	AT2G27990	BLH8	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204478_2.00	F223_2.00	TS12_2.00	M04952_2.00	MS62_2.00	AT2G27990	BLH8	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS3_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204478_2.00	F223_2.00	TS12_2.00	M10627_2.00	MS59_2.00	AT2G27990	BLH8	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	P$ATH1_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204479_2.00	F223_2.00	TS12_2.00	M00866_2.00	MS21_2.00	AT2G28610	WOX3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	WOX13	PBM	Franco_Zorrilla2014	PBM	Franco-Zorrilla	2014	24477691	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204479_2.00	F223_2.00	TS12_2.00	M02049_2.00	MS64_2.00	AT2G28610	WOX3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6461	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204479_2.00	F223_2.00	TS12_2.00	M02137_2.00	MS64_2.00	AT2G28610	WOX3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6141	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204479_2.00	F223_2.00	TS12_2.00	M06905_2.00	MS46_2.00	AT2G28610	WOX3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	WUS1_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204479_2.00	F223_2.00	TS12_2.00	M06906_2.00	MS46_2.00	AT2G28610	WOX3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	WUS1_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204480_2.00	F223_2.00	TS12_2.00	M01252_2.00	MS57_2.00	AT2G32370	HDG3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH11300	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204480_2.00	F223_2.00	TS12_2.00	M02039_2.00	MS64_2.00	AT2G32370	HDG3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH7664	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204480_2.00	F223_2.00	TS12_2.00	M02046_2.00	MS64_2.00	AT2G32370	HDG3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH8244	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204480_2.00	F223_2.00	TS12_2.00	M02048_2.00	MS64_2.00	AT2G32370	HDG3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	pTH8203	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204480_2.00	F223_2.00	TS12_2.00	M06904_2.00	MS46_2.00	AT2G32370	HDG3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	EDT1_col	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204480_2.00	F223_2.00	TS12_2.00	M06917_2.00	MS46_2.00	AT2G32370	HDG3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	HDG1_col100_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204480_2.00	F223_2.00	TS12_2.00	M06918_2.00	MS46_2.00	AT2G32370	HDG3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	HDG1_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204480_2.00	F223_2.00	TS12_2.00	M06919_2.00	MS46_2.00	AT2G32370	HDG3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	ANL2_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204480_2.00	F223_2.00	TS12_2.00	M06920_2.00	MS46_2.00	AT2G32370	HDG3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	ANL2_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204480_2.00	F223_2.00	TS12_2.00	M06921_2.00	MS46_2.00	AT2G32370	HDG3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	PDF2_col	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204480_2.00	F223_2.00	TS12_2.00	M10625_2.00	MS59_2.00	AT2G32370	HDG3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	P$PDF2_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204480_2.00	F223_2.00	TS12_2.00	M10626_2.00	MS59_2.00	AT2G32370	HDG3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	P$ML1_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204480_2.00	F223_2.00	TS12_2.00	M10628_2.00	MS59_2.00	AT2G32370	HDG3	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	P$HDG9_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204481_2.00	F223_2.00	TS12_2.00	M06916_2.00	MS46_2.00	AT2G33880	WOX9	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	WOX11_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T204482_2.00	F223_2.00	TS12_2.00	M00864_2.00	MS21_2.00	AT2G34710	ATHB-14	Arabidopsis_thaliana	I	Homeodomain	Homeobox	1	0.598692764790911	ICU4	PBM	Franco_Zorrilla2014	PBM	Franco-Zorrilla	2014	24477691	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
